Token	POS-Tag	OOV	Id	Index	Documento
que	PRON	0	15	25	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
podem	VERB	0	15	26	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
comprometer	VERB	1	15	27	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
vidas	NOUN	0	15	28	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
,	PUNCT	0	15	29	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
negócios	NOUN	0	15	30	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
e	CCONJ	0	15	31	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
governos	NOUN	0	15	32	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
.	PUNCT	0	15	33	Investir em segurança digital é investir no futuro , garantindo que a sociedade possa usufruir dos benefícios da tecnologia sem estar constantemente vulnerável a ataques que podem comprometer vidas , negócios e governos .
A	DET	0	16	0	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
cultura	NOUN	0	16	1	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
de	ADP	0	16	2	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
segurança	NOUN	0	16	3	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
deve	VERB	0	16	4	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
ser	AUX	0	16	5	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
incorporada	VERB	0	16	6	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
em	ADP	0	16	7	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
todos	DET	0	16	8	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
os	DET	0	16	9	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
níveis	NOUN	0	16	10	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
da	ADP	0	16	11	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
sociedade	NOUN	0	16	12	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
,	PUNCT	0	16	13	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
desde	ADP	0	16	14	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
escolas	NOUN	0	16	15	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
que	PRON	0	16	16	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
ensinam	VERB	1	16	17	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
boas	ADJ	0	16	18	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
práticas	NOUN	0	16	19	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
digitais	ADJ	0	16	20	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
até	ADP	0	16	21	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
empresas	NOUN	0	16	22	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
que	PRON	0	16	23	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
treinam	VERB	1	16	24	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
seus	DET	0	16	25	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
funcionários	NOUN	0	16	26	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
para	SCONJ	0	16	27	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
receber	VERB	0	16	28	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
e	CCONJ	0	16	29	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
evitar	VERB	0	16	30	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
ameaças	NOUN	0	16	31	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
.	PUNCT	0	16	32	A cultura de segurança deve ser incorporada em todos os níveis da sociedade , desde escolas que ensinam boas práticas digitais até empresas que treinam seus funcionários para receber e evitar ameaças .
A	DET	0	17	0	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
engenharia	NOUN	0	17	1	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
social	ADJ	0	17	2	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
continua	VERB	0	17	3	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
sendo	AUX	0	17	4	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
uma	NUM	0	17	5	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
das	ADP	0	17	6	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
maiores	ADJ	0	17	7	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
armas	NOUN	0	17	8	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
dos	ADP	0	17	9	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
criminosos	NOUN	0	17	10	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
,	PUNCT	0	17	11	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
explorando	VERB	1	17	12	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
a	DET	0	17	13	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
ingenuidade	NOUN	1	17	14	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
ou	CCONJ	0	17	15	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
distração	NOUN	1	17	16	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
das	ADP	0	17	17	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
pessoas	NOUN	0	17	18	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
para	SCONJ	0	17	19	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
obter	VERB	0	17	20	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
acesso	NOUN	0	17	21	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
a	ADP	0	17	22	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
informações	NOUN	0	17	23	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
valiosas	ADJ	1	17	24	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
,	PUNCT	0	17	25	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
mostrando	VERB	0	17	26	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
que	SCONJ	0	17	27	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
a	DET	0	17	28	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
segurança	NOUN	0	17	29	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
depende	VERB	0	17	30	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
tanto	ADV	0	17	31	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
de	ADP	0	17	32	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
comportamento	NOUN	0	17	33	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
quanto	ADV	0	17	34	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
de	ADP	0	17	35	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
tecnologia	NOUN	0	17	36	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
.	PUNCT	0	17	37	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
O	DET	0	18	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
uso	NOUN	0	18	1	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
de	ADP	0	18	2	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
senhas	NOUN	1	18	3	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
fortes	ADJ	0	18	4	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
e	CCONJ	0	18	5	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
únicas	ADJ	0	18	6	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
para	ADP	0	18	7	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
cada	DET	0	18	8	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
serviço	NOUN	0	18	9	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
é	AUX	0	18	10	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
uma	DET	0	18	11	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
prática	NOUN	0	18	12	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
simples	ADJ	0	18	13	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
,	PUNCT	0	18	14	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
mas	CCONJ	0	18	15	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
muitas	DET	0	18	16	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
vezes	NOUN	0	18	17	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
negligenciada	VERB	1	18	18	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
,	PUNCT	0	18	19	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
que	PRON	0	18	20	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
pode	VERB	0	18	21	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
evitar	VERB	0	18	22	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
invasões	NOUN	0	18	23	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
e	CCONJ	0	18	24	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
proteger	VERB	0	18	25	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
dados	NOUN	0	18	26	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
pessoais	ADJ	0	18	27	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
contra	ADP	0	18	28	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
acessos	NOUN	0	18	29	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
não	ADV	0	18	30	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
autorizados	VERB	1	18	31	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
.	PUNCT	0	18	32	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
A	DET	0	19	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
autenticação	NOUN	1	19	1	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
multifatorial	ADJ	1	19	2	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
é	AUX	0	19	3	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
outra	DET	0	19	4	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ferramenta	NOUN	0	19	5	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
poderosa	ADJ	0	19	6	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
,	PUNCT	0	19	7	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
adicionando	VERB	1	19	8	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
camadas	NOUN	0	19	9	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
extras	ADJ	0	19	10	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
de	ADP	0	19	11	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
proteção	NOUN	0	19	12	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
que	PRON	0	19	13	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
dificultam	VERB	1	19	14	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
a	DET	0	19	15	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ação	NOUN	0	19	16	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
de	ADP	0	19	17	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
invasores	NOUN	0	19	18	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
,	PUNCT	0	19	19	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
mesmo	ADV	0	19	20	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
que	SCONJ	0	19	21	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
consigam	VERB	1	19	22	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
obter	VERB	0	19	23	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
senhas	NOUN	1	19	24	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
por	ADP	0	19	25	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
meio	NOUN	0	19	26	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
de	ADP	0	19	27	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ataques	NOUN	0	19	28	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ou	CCONJ	0	19	29	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
vazamentos	NOUN	1	19	30	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
.	PUNCT	0	19	31	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
Empresas	NOUN	1	20	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
que	PRON	0	20	1	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
não	ADV	0	20	2	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
investem	VERB	1	20	3	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
em	ADP	0	20	4	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
segurança	NOUN	0	20	5	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
