Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
tecnologia	NOUN	0	17	36	0	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
.	PUNCT	0	17	37	0	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
16	['DET', 'NOUN', 'ADJ', 'VERB', 'AUX', 'NUM', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	17	16	1	A engenharia social continua sendo uma das maiores armas dos criminosos , explorando a ingenuidade ou distração das pessoas para obter acesso a informações valiosas , mostrando que a segurança depende tanto de comportamento quanto de tecnologia .
O	DET	0	18	0	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
uso	NOUN	0	18	1	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
de	ADP	0	18	2	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
senhas	NOUN	1	18	3	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
fortes	ADJ	0	18	4	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
e	CCONJ	0	18	5	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
únicas	ADJ	0	18	6	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
para	ADP	0	18	7	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
cada	DET	0	18	8	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
serviço	NOUN	0	18	9	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
é	AUX	0	18	10	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
uma	DET	0	18	11	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
prática	NOUN	0	18	12	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
simples	ADJ	0	18	13	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
,	PUNCT	0	18	14	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
mas	CCONJ	0	18	15	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
muitas	DET	0	18	16	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
vezes	NOUN	0	18	17	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
negligenciada	VERB	1	18	18	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
,	PUNCT	0	18	19	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
que	PRON	0	18	20	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
pode	VERB	0	18	21	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
evitar	VERB	0	18	22	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
invasões	NOUN	0	18	23	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
e	CCONJ	0	18	24	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
proteger	VERB	0	18	25	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
dados	NOUN	0	18	26	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
pessoais	ADJ	0	18	27	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
contra	ADP	0	18	28	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
acessos	NOUN	0	18	29	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
não	ADV	0	18	30	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
autorizados	VERB	1	18	31	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
.	PUNCT	0	18	32	0	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
17	['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADV', 'VERB', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	18	17	1	O uso de senhas fortes e únicas para cada serviço é uma prática simples , mas muitas vezes negligenciada , que pode evitar invasões e proteger dados pessoais contra acessos não autorizados .
A	DET	0	19	0	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
autenticação	NOUN	1	19	1	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
multifatorial	ADJ	1	19	2	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
é	AUX	0	19	3	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
outra	DET	0	19	4	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ferramenta	NOUN	0	19	5	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
poderosa	ADJ	0	19	6	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
,	PUNCT	0	19	7	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
adicionando	VERB	1	19	8	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
camadas	NOUN	0	19	9	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
extras	ADJ	0	19	10	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
de	ADP	0	19	11	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
proteção	NOUN	0	19	12	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
que	PRON	0	19	13	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
dificultam	VERB	1	19	14	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
a	DET	0	19	15	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ação	NOUN	0	19	16	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
de	ADP	0	19	17	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
invasores	NOUN	0	19	18	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
,	PUNCT	0	19	19	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
mesmo	ADV	0	19	20	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
que	SCONJ	0	19	21	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
consigam	VERB	1	19	22	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
obter	VERB	0	19	23	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
senhas	NOUN	1	19	24	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
por	ADP	0	19	25	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
meio	NOUN	0	19	26	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
de	ADP	0	19	27	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ataques	NOUN	0	19	28	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
ou	CCONJ	0	19	29	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
vazamentos	NOUN	1	19	30	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
.	PUNCT	0	19	31	0	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
18	['DET', 'NOUN', 'ADJ', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]	19	18	1	A autenticação multifatorial é outra ferramenta poderosa , adicionando camadas extras de proteção que dificultam a ação de invasores , mesmo que consigam obter senhas por meio de ataques ou vazamentos .
Empresas	NOUN	1	20	0	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
que	PRON	0	20	1	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
não	ADV	0	20	2	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
investem	VERB	1	20	3	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
em	ADP	0	20	4	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
segurança	NOUN	0	20	5	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
digital	ADJ	0	20	6	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
correm	VERB	1	20	7	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
riscos	NOUN	0	20	8	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
não	ADV	0	20	9	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
apenas	ADV	0	20	10	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
financeiros	NOUN	0	20	11	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
,	PUNCT	0	20	12	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
mas	CCONJ	0	20	13	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
também	ADV	0	20	14	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
reputacionais	ADJ	1	20	15	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
,	PUNCT	0	20	16	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
pois	SCONJ	0	20	17	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
a	DET	0	20	18	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
perda	NOUN	0	20	19	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
de	ADP	0	20	20	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
confiança	NOUN	0	20	21	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
dos	ADP	0	20	22	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
clientes	NOUN	0	20	23	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
pode	VERB	0	20	24	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
ser	AUX	0	20	25	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
devastadora	ADJ	1	20	26	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
e	CCONJ	0	20	27	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
difícil	ADJ	0	20	28	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
de	SCONJ	0	20	29	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
recuperar	VERB	0	20	30	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
.	PUNCT	0	20	31	0	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
19	['NOUN', 'PRON', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADV', 'ADV', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADJ', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'ADJ', 'CCONJ', 'ADJ', 'SCONJ', 'VERB', 'PUNCT']	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	20	19	1	Empresas que não investem em segurança digital correm riscos não apenas financeiros , mas também reputacionais , pois a perda de confiança dos clientes pode ser devastadora e difícil de recuperar .
A	DET	0	21	0	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
segurança	NOUN	0	21	1	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
cibernética	ADJ	1	21	2	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
também	ADV	0	21	3	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
envolve	VERB	0	21	4	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
proteção	NOUN	0	21	5	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
contra	ADP	0	21	6	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
espionagem	NOUN	0	21	7	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
industrial	ADJ	0	21	8	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
,	PUNCT	0	21	9	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
onde	PRON	0	21	10	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
concorrentes	NOUN	0	21	11	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
podem	VERB	0	21	12	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
tentar	VERB	0	21	13	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
roubar	VERB	0	21	14	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
segredos	NOUN	0	21	15	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
comerciais	ADJ	0	21	16	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
ou	CCONJ	0	21	17	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
informações	NOUN	0	21	18	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
estratégicas	ADJ	1	21	19	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
para	SCONJ	0	21	20	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
obter	VERB	0	21	21	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
vantagens	NOUN	0	21	22	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
no	ADP	0	21	23	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
mercado	NOUN	0	21	24	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
.	PUNCT	0	21	25	0	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
20	['DET', 'NOUN', 'ADJ', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	21	20	1	A segurança cibernética também envolve proteção contra espionagem industrial , onde concorrentes podem tentar roubar segredos comerciais ou informações estratégicas para obter vantagens no mercado .
A	DET	0	22	0	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
criptografia	NOUN	1	22	1	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
é	AUX	0	22	2	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
uma	NUM	0	22	3	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
das	ADP	0	22	4	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
ferramentas	NOUN	0	22	5	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
mais	ADV	0	22	6	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
eficazes	ADJ	1	22	7	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
para	SCONJ	0	22	8	0	A criptografia é uma das ferramentas mais eficazes para proteger dados , garantindo que apenas pessoas autorizadas possam acessar informações sensíveis , mesmo que elas sejam interceptadas durante a transmissão .
